comment_Text,Have_ValueViolation
Never found screen rec for kindle fire hd 10 BUT I FIUND ONE!,No
"Actually works, many others I have tried did not work ((8",No
Best Recorder EVER,No
I really found helpful for recording youtube videos and I love it,No
wow so wow,No
Amazing! Am a,No
DEFINATELY DOWN LOUD,No
Awesome!!!,No
Such and amazing app recommend does everything very well,No
"The app was working at first, and I loved it! But it won't work, if you can tell me the exact settings for it working on kindle fire I'll give it 5 stars 😉",No
Wow! It's perfect for YouTube! My YouTube channel is now underway and beginning to thriveThanks Recme!!!!!!!,No
Only saying,No
It's amazing for recording.,No
AwesomeNfjfhfhfbfh,No
This records my screen,No
It's amazing,No
Oooooooood,No
It told me too!,No
This is just for it to work,No
I love this game so much it's awesome,No
Really decent,No
Brilliant record,No
So cool love this apppppppppppplll!!!!!!!,No
This is the best,No
I luv it so much xox,No
Ccccoooooooolllllll,No
Thanks,No
AmazingThing,No
Downlaod this app,No
I high high by high,No
Its the best,No
Perfect Quality Must Buy!,No
This qpp is awesome,No
As some I love it,No
This worst amazingly,No
Really really cool,No
Legitimate review,No
I love this app,No
ManyNsnsjsjssn,No
Wow its epic Insane,No
Captures well,No
Amazing things,No
Poooooooop,No
Awssssssome,No
This app is amazing you should get it,No
It's cool I can rlly record the stuff I do!!,No
AmAzInG u must gEt,No
I love this app so much. Helps out loads when YouTube happens.,No
Soooooooooo epic!!!!!,No
It record's my screen,No
awesome amazing,No
Lol it makes you rate five stars,No
Amazing 😊😁😁😁😁😁😁😂 I love it so much I Could scream at the epic quality! You should download this,No
AWESOME! Now I can record my msp!,No
Awesome app so far but there may be some faults,No
It's coolI,No
My Instagram is idk_tay_012,No
"Awesome, u can record with  it and with no watermarks!!",No
"Works rly well, i'll use this oneThanks!-Hexxferret",No
It makes you rate 5 stars,No
brilliant works amazingly well love it,No
Amazing game,No
Best app ever I love it  I use it for my YouTube video,No
This app needs all five stars! It is perfect for youtube videos! The creator needs to get praised!!! This is amazing!!! (My youtube channel is Cloudy Recharge),No
Duuude try this put it works and records with audio amaaazing!,No
This is awesome because now I can record,No
"Neat app for recording games and tutorials, even for you tube",No
Awesome gameI loved it,No
I love it cuz it helps me get a start - up screen,No
amazing Worth it,No
It's really helping me on my YouTube channel,No
This is the best screen recorder ever,No
Just do it,No
Used it to make videos really cool thanks for this app !,No
HOORAY! I LUV IT,No
You have the best thing screen because of this app i can make my youtube videos.,No
epic for YouTube's,No
It records well,No
allows you to scree. Record with facecam,No
AWESOME LOVE IT use it for YouTube its awesome,No
My channel on YouTube has really grown due to being able to record my screen so I highly reccomend it to anyone that is going to get the app!,No
Easy to useVery useful,No
Once rooted fine,No
Its really cool for like if u want 2 start a YouTube channel or for fun,No
Yer have to rate 5 stars,No
Hello from the outside,No
This is coolI,No
Epic recording software,No
It WORKS I am so happy,No
Gr8 I reccomend this app,No
Get it now,No
Worked the first time we tried we hope that continues,No
Bruh its aight,No
the app works well once you're used to it,No
The best screen recorder I've seen,No
Best app ever,No
Awesome Apppp!,No
I love this app because it helps me record gameplay for my YouTube channel,No
This is Very Awesome! Try It!,No
Recommended by me,No
Do not download this app! On my kidle fire I tried to record a youtube video it recorded but all I hear was the sound I couldn't see the video it was just aload of coloured lines takemy advice DO NOT DOWNLOAD THIS APP,No
So so cool,No
CoolIRlly,No
EpicEpicEpicEpic,No
This is a rating only,No
Brilliant app well recommendedfor youtubers and people like me who just wanna have a laugh with your friends deinetly 5 star love it !!,No
This app really help just make screen small when upload but it still rec so iam happy,No
I love the app it will help me complete my dreams of becoming a youtuber,No
this place is amazing and so easy I totally recommend it.,No
Wow this is better than my last one you should get this app,No
Awesome,No
OM gosh this is so awesomeLove it,No
Cool i care i ges,No
It works beautifully. No complaints here,No
I like this all and I would recommend this all to a lot of people,No
Just Got This App And I LOVE IT!!!!,No
"I recommend this app if you are trying to make videos, its awesome because you can film what's on your screen. I really like this app and hope to see new updates very soon! ??",No
It really works! I love it! I will make YouTube videos with this! I highly recommend this app! :),No
...it forced me to date it 5 star...,No
I love it so much the I could screem????????????????????,No
its so easy to use,No
This is awesome!,No
"If you want to record your screen, this is the app for you.",No
Actually works 4 words b.e.s.t ops that's 1 word,No
It makes you rate 5 con men!,No
This is the best app ever I can finally post youtube vids please download,No
First screen recorder I've seen on kindle that doesn't need a root and actually works :D,No
this really helped me be a super star now I can have many vids to show my frinds!,No
Like it! :),No
It is tricky to know if you are recording of notI,No
I think it is Neat. ??,No
Epic truly an amazing video recording app.,No
It records your every move when u move,No
You can make videos and it also records your voice which is Awesome because at first it did not record your voice,No
I like it! I can make yt videos with this,No
This relates to rec on YouTube so people who want to become a gamer they must get this rec app,No
Idk What Happened But Still No Hate,No
It helps me with my YouTube channel,No
This screen recorder app is fun,No
"Amazing! But you need to fix the audio. Every time I record while talking, it cuts randomly and echos.",No
I really like it because I can record the scream and it will pick up my voice! :3I,No
It's help me making my YouTube videoss gonna help me making my YouTube videos,No
It helps me on games cause if I do something really cool ill have it recorded so I can remember it,No
I can record while playing games,No
"I like how it is so easy to use. And it's free! I am going to use this for my YouTube channel, ParkemonPlayz. I would definitely recommend it. Five stars from me. ????",No
Haha epic to BBBRRRRRRR,No
It is a really cool app and I don't have to buy a camera.,No
This is the best screen recorder I've seen on the market,No
"If you don't get aggravated very easily, than you can use this app.",No
It's the best app I found for screen recording on kindle. I recommend RecMe�.,No
I luv it so much and yeah,No
I loved it!,No
I like it a lot it seems to record everything,No
"I love to use this app for Gacha life, it loves me so much not to brag???? I recommend this app for anyone that owns Gacha life????",No
I had to make a five star review to use it. So I did.,No
"I love how I can actually PAUSE the recording! It's really easy to use, and I recommend it to anyone who wants to be a Youtuber like me!??",No
It kinda difficult to understand but once you get the hang of it you'll understand it better.,No
I have never used this app. It made me rate,No
Hello this app is awesome!,No
I highly recommend this app. It perfectly records your screen AND voice when you need it. ??,No
It's very amazing it works really well I highly recommend it,No
"Loved it. Best app ever,all I need to do is press record,and I can make YouTube videos",No
I hope other people get this app!,No
amazing it lets me record on mg kindle fire,No
"The RecMe is AMAZING! But when u recored... It sometimes cut off when the game or video gets laggy =,)",No
It worked unlike the other apps,No
Love it just the audio bit rate thing makes everything sound bad though,No
This is an amazing app,No
This was fun!,No
This app is so cool and amazing I just wish it had a face cam.,No
I LOVE IT!!! It's sooooooooooo easy and I can watch what I record!!!!! ???????? RECOMMEND!!!,No
I love it! I think its useful for YouTube's :3,No
This is awesomeYeah! I can now record anything now with this!,No
i love this app it is so omg i just love it thank you for this app,No
Of on Amazon fire tablet should download,No
Cool App!I love this it gives me ability to record on my kindle for free,No
This is perfrect for recording and for having fun,No
I recorded a game and uploaded it (manually) to YouTube! My YouTube channel is my Pen Name.,No
It is so easy no root sadly no sound but it's fun! Easy for youtube Vids,No
Love it Its so Awesome Get Please,No
best one so far,No
It is a decent screen recorder,No
Cool app (it said to do this ;) )Yaaa,No
Lets me record screen,No
CoolI like it but hjow do I upload to youtube,No
So I want to use this for YouTube and it works and it is the best.Subscribe to legit_tensifiesAlso to DanTDM.??????????,No
This is awesome! Now I can record on my kindle!Thank u RecMe,No
I like it :D,No
"Love it i use to upload upload to youtibe easier on my channel from my kindle fire, phone, or laptop",No
To rate five stars.,No
This app is amazing you MUST get it and I'm able to record roblox videos for YouTube now!!!,No
This app is very easy to use,No
I was so amazed of how I can just make video in piece i don't have to hold a camera and spend time doing this and that deserve 5??,No
It's awesome I can finally make screen recorded YouTube vids,No
I got geometry dash on my YouTube channel now,No
This is the best screen recorder yet.,No
This app is amazing! I use it for my YouTube videos!,No
ShermanDenisDanish dadDo c.f. KIdman x Indians DaNish d Nsjxbs s Denis,No
Love it awesom,No
It's Probably The Best Screen Recorder You're Gonna Get.,No
I'm listen tell me a wayndndmdkdkdkdkdkd,No
This is a really cool thing and I recommend it if you like to record videos or need something for youtube,No
Really cool app that you too should use to screen record things like gaming.,No
Well they force u too give a rivew at some point. It works fine tho.,No
It is cool yes,No
This App is very simple to use I mainly use this for youtube,No
"Trust me, ive been through many recorders. One was even in amazon underground and did not work. This one is the only one that works. I reccomend it to small youtubers. From what I can tell it has a decent record time too.",No
sure ill rate 5 starts ig xD,No
This is the best screen recorder I have ever used! Thanks a lot!,No
Amazing!!!??????????????????????????????????????????????????????????????,No
Awesome app,No
"I was finding a video recorder, then I saw this. I had...",No
I like this app alot. Its user friendly and easy for people just starting out on YouTube,No
Amazing work. This is freaken awesome.best screen record ever.,No
The app worked very well for being free. Would definitely recommend.,No
I love this so much thats why I have  full stars,No
This is the only recorder that actually works I can't believe it WWHHWOWJ,No
It is not a fake app it would work if u try??????,No
Cool app it works perfectly!!!????????????????????,No
Cool I like it,No
"Nice nice nice, just nice",No
Because I'm a new youtuber this is really helping,No
I really like it cause it works very well,No
VeryCool dude,No
I use this for my GD videos,No
Rest for my yt channel ????,No
It's so totaly radical,No
I love this app but I wish I could live stream but I use it for youtube,No
I love it it is so helpful,No
I'm gonna use this for my channel.,No
I'm gonna be able to record a couple new series for my channel,No
It was cool and it was giving me trouble at first then it stopped not the best screen app but cool,No
This app helps me to record my games and post them on YouTube,No
"Awesome, but a little confusing",No
I really like this app just hard to learn how to use! :),No
Makes you rate it 5 stars...,No
Sup dude cool editor app,No
The App Works Better than anything!,No
I Love It Its Perfect For YouTube And Its EPIC,No
.... I have nothing to say for this app,No
Very nice I like it,No
"C.f.h bcc ,ccvvvv",No
Yeah yeah yeah,No
Awesome it's epic and cool ????????????????????,No
"Thought it wouldn't work but it does,.just a bit of interference between tap hoping but I definitely recommend getting it I give it 5 out of 5 stars for sure",No
I tried mobizen for a screen recorder but it's not the best because I have a youtube channel I post using mobizen but after the fifth video it just started lagging out so I switched to this and it's better and it doesn't lag so five stars for me.,No
Ay yo wassup this thing is cool i guess,No
"I kinda like it, it's pretty cool",No
Did you here me the best,No
Gffhfsghdgndehh means:WOW A AWESOME APP FOR YOYR YT CANNEL!!!! ??,No
Amazing for YouTube,No
It made me give it 5 stars I don't know about the app,No
Cool thing ever made! I love this app!,No
Wow....... I can make memes,No
Because its Awesome,No
Made me hope it works,No
I will find the devolepers and bless his face,No
Noice and I can pause of and shrubs mesh,No
The only issue I had is finding the file.,No
Best recording app ever,No
I think this is the best screen recorder for kindle.,No
"It is very useful, Especially for my keindle fire",No
This works ! I love it !!! Its free,No
CoolNice awesome and fine,No
Its confusing trust me I would like to recommend this but its just so confusing!,No
I love this app I use it all the time,No
I really love this app but with you could have a face cam at the same time,No
"A very nice, and easy to use recording application for my Kindle device. Let's me record, and manage videos of my screen, which helps me remember which sites I visit, apps I use, and keep track of what games I play.",No
Awesome app!!!,No
This is the best app so far! (2nd),No
I CAN RECORD MY MINECRAFT NOW IT BETTER THEN AN OTHER SCREEN RECORDED,No
Works so well. I just love it it is perfect for youtube vids,No
THIS APP IS AMAZING,No
I love this,No
I'm going to red aircraft with this <3!*wildcraft**,No
I didn't expect it to work so well ????????,No
"Works on other device. Very useful and easy to make youtube videos. Love it, thanks !!",No
Its awsome but it kinda end during the vid you making but its still awsome,No
4 words best screen recorder ever,No
The best app for screen recording I've seen in awhile! Perfect for recording laggy big games.,No
It does actually record your screens and audio...,No
This is the best screen recording app I have had ever.You should get it.,No
This is awsome I love how it works so well,No
this app is the best and it works better than an other app i tryed,No
Its awesome :3,No
I like the fact that it is a real working screen recorder and is free.,No
It is the best screen recorder app,No
PLZ Update it!,No
Its greeeeeaaaat,No
This is best screen recorder,No
It's so easy to use and it is awesome!!!!,No
I love it so much.,No
This app is amazing,No
This rivals handicap for recording!,No
It's awesome thanks for the app,No
It's cool I guess,No
Perfect for recording.,No
Awesome app! Get it!!!,No
I love this app,No
Love it so much i could die xD,No
Wow it's the best recording app ever.,No
The best thing,No
I love this app so much lol ????it works really well ily,No
Its really cool best one I have used yet,No
Best Recording App Eva Really Helps with recording Mincraft and MSP,No
Best recorder in the world,No
I like th is,No
Amazing but just a warning it forces u to rate 5 stars but it's worth it,No
Best screen recorder of 2018,No
Omg it's awesome I use there's to make YouTube videos!!!!It's a very easy way to do a very hard task.,No
it so easy and helpful with my videos,No
IT MADE ME RATE IT 5 STARS,No
I use this app for YouTube and it works perfectly!!!!!!,No
I wanted to find a recorder that wouldn't be really bad. This recorder is different from the others I've seen. This is basically the best for my kindle fire hd.,No
Awesome just Awesome!!!!,No
Better then mobizen almost,No
It is the best app ever,No
Finally a recorder that actually works...,No
Awsome and cool for youtubers,No
It told me to,No
It worksIt worksIT WORKS IT WORKS,No
I love it so much! It amazing cool and awesome,No
This is perfect for YouTube it is not green!!...,No
Idk it said to rate 5 stars,No
I love it! I hope everyone else does too <3,No
There's your five star review,No
Easy to use??,No
"This is rly cool, I mean I guess",No
What else can I say? It works well and builds up my channel.,No
You have to do this to open it properly....,No
Probably the best,No
Yay it actually works!,No
All hands down This app is amazing I recommend it if you would like to record a game your playing on your tablet and upload to YouTube,No
Better than most apps iv e tried,No
it works,No
I love this app,No
Noice very noice,No
It just said rate 5 stars,No
I love this app,No
Awesome for my gaming,No
YouTube canonguy21,No
excellent user-friendly screen recorder application,No
Just DO NOT click and download best screen recorder,No
Works perfect,No
Whynaut it's a cool thibg,No
Cool app i recommend it,No
Download now,No
REVIEW 5 STARS,No
this can pause you can change the volume its just soooooooooooo cool ??????,No
This is the best app ever awesome,No
I like it ??,No
I am going to record my rap.,No
This is awesome,No
The best ever,No
Amazing,No
I use it for my youtube gaming channel and it works perfectly considering it has an unlimited recording time limit. 10 out of 10!,No
Its awesome,No
"This game is fun, and high quality",No
It's a cool app.,No
It's so easy and awesomeIt's sometimes slow but very cool?? I rate 5 stars,No
This is the easiest game recorder ever,No
Fun to record your gaming skills with.,No
Its perfect,No
It is the best screen recorder ever!,No
YAY it's fun,No
I love the app its ??,No
I AM A YOUTUBER BECAUSE OF THIS APP,No
It is very nice,No
Awesome and cool!,No
It is so helpful to use,No
Helps Me with Youtube,No
This is an amazing app I love it sooooooo much no think that you would like it,No
THIS IS THE BEST SCREEN RECORDER U WILL EVA FIND TRUST ME I USED IT AND ITS WASOME ????,No
awesome ????????????,No
I love it!,No
Gooooooood,No
This is awesome!!! I love the app so much its way better then the old app I had to record my screen!????????????????,No
Its very useful. I love it!,No
Love its works works works??????,No
I have been using this for Youtube videos and it works amazingly,No
"They told me to put a five star review, so I did so ._.",No
5 stars all the way it a awesome and actually works,No
so when I rec idk how to use it,No
I love it im a yter,No
I Love This App. It Really Helped Me Make YouTube Videos. AMAZING,No
like it,No
The best ples by it,No
This app is awesome! It works very well and I love making vedioes with it.,No
Lol it's the best,No
Four stars,No
Best of the best,No
10 character,No
Cool recs for my channel,No
JajjakakakzkakkKKKMMMzmmzmzsmmsms so awesome!,No
Hahahaha I love p,No
I think its cool,No
ONE WORD.EPIC!!!,No
Yes just yes,No
I final found one for mobile!!!!!!!!??????????,No
"When I open it and record, for me this is the best app to use",No
It was sooooooooooo awsome,No
Man this app is fun!!!!,No
Yolo just try it its awesome,No
I loved it,No
CoolI aquily like it plz like,No
I love it!,No
Nice app for my yt :),No
Only doing this cause it told me to or I couldn't use the app,No
Its amazing,No
Cool and a easy fun recording app,No
Idk how to post on my yt but it works amazingly,No
It's better then other ones,No
I've been planning my channel and dis really helps!,No
This is super fun!!,No
It's soooooooooooo awesome!! Love the app!??,No
Its pretty cool it helped me develope my channel.,No
No lag I can make a hour  long videos #amazing,No
At first I didn't think it would work but after I tried it recorded everything,No
kids game,No
I likes this?,No
Cool. And easy to use,No
I LOVE IT!,No
I love it BC no root!Oh and I can FINALLY RECORD!!!!!! YAAAAAAAAAY!!!!!,No
Yes it works,No
It's REALLY cool,No
This is really cool plz get!!!,No
Awesome I would rate this like pixel gun 3d and mc get it,No
I Can Record My Games!,No
I love it ??????????????????,No
Awsome and cool,No
Cooooooool... Not that bad. It works so far for minecraft,No
This app rec my screen So I can rec cause I'm a YouTuber now.,No
Not sure why but my app wont even load !,No
Works perfectly,No
Cool so cool,No
Besides the fact that I have to Rate it it is cool,No
works pretty well,No
same as the best way to go on a pro at the end of the year,No
Had to rate five stars.,No
This app letsme be me and weird,No
Very useful,No
It's awesome I would hate to give it up now:(,No
Best  GAME EVER,No
I like it and also thanks for making it free 2016,No
This recorder worked perfectly! Thank you,No
Is very organized and very fast working,No
I love this app.,No
Awsome !!!!,No
You should really get this app it is awsome,No
Love it!!!!,No
Really fun to use And sub to me st Keegen schuchardt,No
Awesome app????,No
!ets try this app,No
BestScreenCamI love this app,No
it gr8 m8 I r8 8/8,No
It makes you rate 5 stars but that's fine,No
This is the best app ever! thank u!,No
It's cool it actually works,No
Yay halayluya,No
Its soooo cool!!!,No
Awesome Awesome,No
This is an amazing app!!!!!!It literally records your screen.,No
I love it it is so amazimg,No
This app is cool and can he lp me on my YouTube channel,No
I really dont know...,No
This is a nice app.,No
This app is totally awesome! I use it for my YouTube channel.,No
This was amazing just mmmmwah,No
Cool can't wait to use,No
Cool download it,No
It did exactly what it said it would.,No
I love this app it's cool,No
I like this app,No
Pretty goog app.That's not a grammatical error btw.,No
Just cool and hope it stays on,No
Its littt and cool.,No
A-w-s-o-m-e,No
Best screen recorder,No
This recorder app is soo usefull,No
Best thing since the bible,No
This is awes o,No
Not bad at all,No
Awsome watup,No
Really cool I guess.. so yeah,No
It actually works unlike other record screen apps:-) :-) :-) :-),No
I love This App!!!,No
I guess it's awesome,No
Very fun and cool,No
I hope this works,No
So cool I can do videos,No
Awesome stuff,No
I think it is really helpful,No
It's so cool can record,No
I  really like it (it's not working),No
I love this app Sooooooooooooo Flippin Much :D,No
I love it I like making videos  of netflix,No
Heloo chicken nugget butter peeps,No
Lit like ??,No
Love it sooooooooooooooooo much,No
AMAZING app fun to use,No
I FINALLY CAN STOP RECORDING YOUTUBE VIDEOS WITH MY PHONE,No
Awesome app for YouTube,No
Very cool I'll use it for making videos and prove points.,No
Awesome Screen Recorder,No
PLZ get this if u don't have it,No
Amazing it actually requires no root,No
I love it.,No
This works so well! Glad I got it!!,No
Love this thing,No
A cool app for recording for youtube,No
This is the beast game ever,No
Really cool app,No
It works like a charm,No
Its so awesome!,No
Amazing app love it,No
Awesome i love it,No
It's awesome,No
So cool. Record for youtube,No
Awesomeness at its top,No
It works well,No
It said Soviet did it you happy,No
This is the best screen recorder ever. Thank you so much,No
Hi best screen recorder really helped my YouTube channel,No
I would rate 100 stars,No
Haven't tried it yet but think its gonna be awesome,No
Its awesome!!! I love it,No
Litnessszsssssszssssssss�ss awesome,No
Awsomesssssss�,No
I can finally have a screenrecorder,No
"I love this recorder, its awesome! ??",No
this is a decenr app,No
I just want to try the app,No
Awesome nice amazing,No
This is cooll,No
Cool...But I have to rate 5 stars..??,No
This is the best recording software ever.,No
I love it it is so cool,No
This is easy and it records my screen so I can put videos on my YouTube channel,No
Awesome so cool,No
This app is so awesome and full of AWESOMENESS!!!!,No
Get this!!!,No
ITS DA BOMB,No
I can finally do Minecraft pe vids,No
Awesome bra amazing awesome amazing,No
It actally works!!,No
Super usfull definetly 5 stars.,No
I really didn't like it,No
Very helpful,No
I like it because reasons,No
Am impressed....,No
It really works,No
Love the layout!!,No
This app is amazing for making simple videos,No
Easy way to record gfsjxn xnskzgsjs,No
This is Awesome,No
BEST I EVER HAD!!!!!,No
Awesome 12345678910,No
Awesome app ever!!!!,No
I love this a,No
I actually like it!,No
It's really easy to make video with,No
Many different features it's cool up should get it,No
Helps with my YouTube channel,No
Its awesome lol,No
Awesome game,No
it is so awsome,No
#UsThisAppPLZ USE IT ITS AWESOME,No
Fun fun fun fun,No
CoolAwesome and MLG,No
Best thing eva,No
This is a very amazing screen recorder.,No
Works nicely,No
I its really useful for YouTube videos. I will be using it a lot.I like it a lot.,No
It is so amazing. I just love it! ??,No
Cool game I like it,No
this app ia awesome!!!!,No
Love it it actually works,No
It works well for me I love it,No
So Awesome I can save videos,No
This app is awesome,No
Awesome sauce,No
I like it...........,No
Super accurate,No
I really helps with my channel,No
Works very well never had a problem,No
Cool cool cool cool coll cool colll cooool ...dksi xxx,No
Fun to use  grade kids,No
It is really helpful,No
Pretty cool app.,No
I love this game sol much,No
It is very cool.I can record all my gameplay at anytime,No
It's the best,No
I like it it is cool,No
Nice  its not a dud,No
awesomeminecraft,No
I LOVE IT!!!,No
Awesome now I can record for my account XxEnderVenomxX,No
Awesome!!!! ??,No
awesome app,No
Cool!??????????,No
Awesome  I like,No
Just try ot wow,No
Nice quality.,No
Cool like it hard to work with but cool :),No
This app is the best one yet,No
I like recording my YouTube videos. It's awesome.,No
You should flatly buy this app,No
Best app for recording ????,No
This is amazing,No
Smiley Faces.......Smiley Faces......,No
It's awesome it helps a lot,No
It is so cool (they told me to do it),No
This app is cool I like it ????????????????,No
Lala I luv it!!!!! ??,No
Sweet. Hope it works,No
It's is perfect to use for everything I love it,No
Works just fine,No
It's soooo coolAwesome??,No
Amazing!!!!! You should download it!!!!!!!,No
This app is awesome,No
This is amazballs it's helping my chanal a lot,No
This app is amazing,No
It's cool I guess not what I excepted,No
This is awesome,No
To awesome to give my opinion,No
I can watch myself play roblox!,No
I like the app.,No
Cool  stuffI like it,No
It was awsom,No
Best sAww,No
I like it because when I'm away I can record view,No
Its just so awesome,No
Loved the app:-),No
Ahmazing it is so awesome it captures every thing,No
Yes assessed??,No
It is amazing!!!!,No
Very easy to screen record,No
It dose make you rate it in the very beginning,No
Best app ever I love it,No
Love it and it's so easy to use,No
AwsomeNumber onThe best,No
Cool app its amazing,No
Ohhhhh yyeeaahh,No
Nice app.  Bro,No
This app allowed me to record videos for Youtube.,No
I love this app it is awesome!,No
This is cool,No
So cool my friend,No
Relly awesomeRelly,No
This screen recorder really work,No
Men. Their r better stuff.,No
Awesome try it,No
coolits a cool app,No
I think u should get it,No
Best screen recorder for kindle,No
It. Is awesome,No
It is awesome and it totally doesn't ask you to do this.,No
They make you do this,No
Yayayayayayayayaayayyay I will use it for my channel adriankubassek,No
I like this. It's cool.,No
It's so amazing,No
This app is the best screen recorder ever Nothing else really.,No
It is very cool,No
"Its amazing! And the best part, ITS FREE!",No
This app is awesome,No
It's the best app in the world??????,No
This is a cool and awesome app.,No
Not so sure,No
Elogamoing is my name!!!,No
I like this app.,No
The best Eva,No
Best apo ever yoooo,No
My friends every polhr,No
I LOVE THIS APP SO MUCH,No
Best vid recorder,No
This app is awesome if you like youtubing and stuff,No
This is a tad o and a kitty I'm a but,No
This is the best thing you can get for free its amazingly awesome,No
I can now record roblox! :D,No
Its awesooomeeeeXD,No
JUST AWESOMEAWSOME U CAN RECORD UR SCREEN,No
Giving it a try,No
This is the best screen record,No
Wow its so awesome!!!!!!,No
I luvvvv the apppp so moochhh,No
Awesome for YouTubers,No
Awesome app,No
Awso eI love it,No
Love it so much,No
Its cool I like it not five star tho,No
It's really easy for me to rec my vedios,No
Now I can record videos for my YouTube channel! ??,No
It is so cool,No
"This thing is the best thing the world ever, ever! Thumbs up!",No
This app is awesome,No
It's super,No
So epic its Sol easy to use,No
I think it works better then the other one,No
Actually records!!!??,No
THIS IS A COOL APP,No
"Easy, free, Kewl",No
Awesome app,No
YOU HAVE TO GET IT ITS AWESOME,No
This is an easy way to record what you are doing for like a YouTube Video or something,No
I couldcoyoutubenow,No
It is so cool!,No
Help aloooooootI'm getting more sub's awesome,No
It's cool I guess,No
Download it!!! Now I can record my Minecraft vids for YouTube!!!??,No
Best app eveeeeeeer ????????,No
This app is very easy to use.,No
Very help ful for a youtube channel,No
I love it its amazing,No
Wow wow cool dude,No
This app is awesome!!!! It only works on OS 5.0 though,No
"I really do recommend it! If you want to screen record something for youtube, this is the app to do so!",No
So  awesome???? oink,No
This app let me record my Madden mobile for youtube at cLiP Fusion,No
Get it people,No
Best recorder ever on kindle!!!!,No
This is so fun,No
Awesome this app works very well,No
Please try this out you might like it,No
Its cool to use while recording :),No
LOVE IT!! =D,No
I'm speachless,No
Wow I'm surprised,No
Coooooolllll,No
I love these app it helps me so so much,No
"Very useful, helps me record things well",No
Amazing works fluid doesn't static me,No
A simple recorder that works.,No
Cool app. I can record my activity with this app.,No
Mazing as stuff,No
All the app says when I open it is loading. I've waited like 5 minutes and it says the same things I am giving it 2 stars because it was free and it works for other people.,No
I lve it this is an amazing app,No
Does what it's supposed to,No
Pretty helpful,No
Cool screen recorder,No
Cool to record,No
This app works so we'll!!!,No
This is coo!,No
Its not as bad as people say,No
Its awesome IMA be a YouTube's XD,No
Awesome I hope it.will be awesome,No
I has told to rate 5  stars..There I did it,No
Awesome it really works,No
Best app ever,No
It works for me,No
This is the best thing ever,No
Does not work. Don't waste your time on this.,No
Its the best!,No
This is best recorder,No
This is the best thing ever,No
I like it.,No
AmazonCool love itAwesome,No
This app us really amazing,No
Simple app,No
This app is awesome .,No
Perfect app,No
this app is pretty........ pretty cool,No
Love it the best app ever,No
CoolLike its quality,No
This app is amazing!!,No
Omg omg omg its awesome,No
It was very easy to use,No
AWEAOME PEOPLE GET IT,No
Works amazingly,No
I love it. I use it to record Minecraft videos.,No
Awesome!!!,No
I love this App????,No
"App opens, says it is going to start recording, then closes. Don't waste your time downloading this app.I am using the new fire hd 10 2017 edition.",No
It really works,No
so awesome!!!!!!,No
This app is fantastic!,No
BRUH ITS AWESOME,No
This is a very easy way to record,No
It rely works!!!,No
Its very cool!!!!,No
Awesome sea!my,No
awesomeness,No
Awesome!!!,No
Omg # the best app lol lot of mlgness,No
So awesome,No
Awesome it let's me help my YouTube channel.,No
It is perfect for a kindle.,No
Awesomeness,No
Awesome and cool,No
Best thing ever,No
I give it 5 stars because it works and its awesome,No
It's cool I get to make youtube videos,No
Nice really cool,No
I Love this app it gives me an opportunity to screen record,No
Awesome app,No
I luv dis app,No
It is fantastic and actauly works...,No
Love this appAwwereessooommmreeee,No
This is really cool must download,No
Fun to  use and it is easy,No
Try it yet,No
Awesome app,No
This a very awesome app get it????,No
This app is the best!,No
awesome rec screen,No
this app is really cool,No
AwesomeYou should play it,No
Perfect use,No
This is a pretty nice app,No
This Is Probably Cool,No
This works awesome.,No
Helps my channel a lot!!!,No
Best app ever,No
Helps a lot with YouTube videos.,No
Its really helpfu!,No
Your awesome!!Thanks so much,No
Awesome amazing and the best for recording,No
This is the best,No
It is easy to use.,No
This App Is Awesome,No
Lolololloo,No
Awesome!!!!!!!!,No
Awesome I love it!!It is very clear also!,No
It's very simple and easy to access.  I wish it would be better quality.,No
Awesome!!!!!!!,No
It is awsome,No
Best  best,No
Love love love it,No
I said cool well its bossCheck out godly gamer2005On YouTube,No
Best screen recorder I've used.,No
Awesome for beginners and easy to figure out,No
it is very well for kindle I love it so much,No
Straight up amazing! HIGHLY RECOMMEND,No
Amazing! But the only thing is that it is hard to start a nd end but other wise I'm gonna be a famous YouTube star!,No
It's almost perfect because nothing is perfect but almost perfect,No
I love this app but how do you send is to YT though plz tell me how to somebody I need to know but any way when I got this App I was so happy like when mineplex came out on minecraft people I hade this app since last year so I love it get is btw read this how do you send it to YT,No
"I have my own YT Channel and this app was a lot of help, unfortunately... I don't have a lot of memory so every time I record something I post it then delete it from my storage, and believe me when I say it gets annoying after awhile!",No
"It works so well for me and my friends to make things I totally rec"" amend this to you for screen stuff!!!!as",No
Seth gfs ofzhrsyiyrsisryisyrisryiiyrs,No
"Even if it made me do this, this software is very intelligent and functional. The best feature is that it works without device rooting.",No
Coolrrrrrrrr,No
I finally got it working today and I absolutely love it. ??????????????,No
I like turtlesMakes me happy??,No
Best to record with,No
I love this app,No
Best app ever created!,No
coolest app ever,No
Just Five Stars All Around There Is No Other Way To Explain It It's JustAwesome,No
Data dsfsfs,No
It's Awesome,No
I love this app!??????,No
Cool app so helpful,No
In love with this app,No
